Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Customer_Days,marital_Divorced,marital_Married,marital_Single,marital_Together,marital_Widow,education_2n Cycle,education_Basic,education_Graduation,education_Master,education_PhD,MntTotal,AcceptedCmpOverall,MntRegularProds,Marital_Status,Education,Kids,TotalPurchases,TotalCampaigns
95169.0,0,0,1,1285,21,449,106,20,20,1,4,3,4,1,0,0,1,1,0,0,3,11,1,7,2422,0,0,1,0,0,0,0,0,0,1,1881,2,1881,Single,PhD,0,12,3
56337.0,1,1,25,349,16,144,28,5,182,5,8,5,4,8,1,0,0,1,0,0,3,11,1,7,2618,0,1,0,0,0,1,0,0,0,0,542,2,542,Married,2n Cycle,2,22,3
22434.0,1,0,25,4,12,11,3,13,15,2,2,0,3,8,0,0,0,0,0,0,3,11,0,7,2660,0,0,0,1,0,0,0,1,0,0,43,0,43,Together,Graduation,1,7,0
36930.0,0,1,50,223,2,31,0,2,39,5,5,2,4,8,0,0,0,0,0,0,3,11,0,7,2567,0,1,0,0,0,0,0,0,0,1,258,0,258,Married,PhD,1,16,0
36130.0,0,1,46,157,43,127,68,56,37,6,3,8,4,4,1,0,0,0,0,0,3,11,1,7,2671,0,0,1,0,0,0,0,1,0,0,451,1,451,Single,Graduation,1,21,2
65569.0,0,1,96,397,46,288,20,38,70,2,6,5,10,3,0,0,0,0,0,0,3,11,0,8,2760,0,1,0,0,0,0,0,0,1,0,789,0,789,Married,Master,1,23,0
83844.0,0,0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,3,11,0,7,2572,0,0,0,1,0,0,0,1,0,0,1383,1,1383,Together,Graduation,0,20,1
19514.0,1,1,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,3,11,0,6,2313,0,1,0,0,0,0,0,1,0,0,41,1,41,Married,Graduation,2,10,1
36736.0,1,1,52,10,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,7,2574,0,0,1,0,0,0,0,0,0,1,13,0,13,Single,PhD,2,4,0
77568.0,0,1,30,1230,0,396,232,178,158,1,10,2,8,5,0,1,1,1,0,0,3,11,0,8,2832,0,0,0,1,0,0,0,1,0,0,2036,3,2036,Together,Graduation,1,21,3
49187.0,0,1,63,81,1,31,2,1,0,1,1,1,5,2,0,0,0,0,0,0,3,11,0,6,2328,0,0,0,1,0,0,0,0,0,1,116,0,116,Together,PhD,1,8,0
30168.0,1,0,51,154,20,66,0,12,27,7,6,1,4,9,0,0,0,0,0,0,3,11,0,7,2638,0,0,1,0,0,0,0,1,0,0,252,0,252,Single,Graduation,1,18,0
34053.0,0,1,14,63,0,21,7,0,12,1,3,0,3,8,0,0,0,0,0,0,3,11,0,8,2816,0,0,0,1,0,0,0,0,1,0,91,0,91,Together,Master,1,7,0
38196.0,1,1,20,30,0,11,0,0,3,3,2,0,4,5,0,0,0,0,0,0,3,11,0,6,2231,0,1,0,0,0,0,0,0,1,0,41,0,41,Married,Master,2,9,0
59412.0,0,0,56,90,67,165,30,43,11,1,4,2,8,3,0,0,0,0,0,0,3,11,0,6,2230,0,1,0,0,0,0,0,0,1,0,395,0,395,Married,Master,0,15,0
70924.0,0,0,41,635,114,254,132,152,76,1,6,6,7,3,0,0,1,0,0,0,3,11,0,6,2242,0,1,0,0,0,1,0,0,0,0,1287,1,1287,Married,2n Cycle,0,20,1
54165.0,0,0,72,127,4,73,15,6,11,1,2,1,7,2,0,0,0,0,0,0,3,11,0,7,2556,0,0,0,1,0,0,0,1,0,0,225,0,225,Together,Graduation,0,11,0
32300.0,1,0,1,13,3,6,6,5,6,1,1,0,3,8,0,0,0,0,0,0,3,11,0,7,2701,0,1,0,0,0,0,0,1,0,0,33,0,33,Married,Graduation,1,5,0
20180.0,0,0,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,3,11,0,7,2653,0,0,1,0,0,0,0,1,0,0,119,0,119,Single,Graduation,0,8,0
34961.0,1,0,77,45,2,26,4,1,1,3,3,1,3,7,0,0,0,0,0,0,3,11,0,6,2169,0,1,0,0,0,0,0,1,0,0,78,0,78,Married,Graduation,1,10,0
28440.0,1,0,87,38,1,24,0,0,0,1,2,0,3,8,0,0,0,0,0,0,3,11,0,7,2516,0,0,0,1,0,0,0,0,0,1,63,0,63,Together,PhD,1,6,0
64504.0,1,2,81,986,36,168,16,0,108,7,11,3,4,7,0,0,0,0,0,0,3,11,1,7,2641,0,0,0,1,0,0,0,0,0,1,1206,0,1206,Together,PhD,3,25,1
33564.0,0,1,51,61,0,3,0,0,7,1,1,1,3,5,0,0,0,0,0,0,3,11,0,6,2164,0,0,0,1,0,0,0,0,1,0,64,0,64,Together,Master,1,6,0
17345.0,1,0,79,4,9,16,17,0,12,2,2,1,2,8,0,0,0,0,0,0,3,11,0,8,2762,0,1,0,0,0,0,0,1,0,0,46,0,46,Married,Graduation,1,7,0
56320.0,0,1,11,201,53,172,116,77,83,3,5,4,9,4,0,0,0,0,0,0,3,11,0,7,2606,0,1,0,0,0,0,0,0,0,1,619,0,619,Married,PhD,1,21,0
28647.0,1,0,54,19,8,29,0,12,26,1,2,2,2,7,1,0,0,0,0,0,3,11,1,7,2471,0,0,1,0,0,0,0,1,0,0,68,1,68,Single,Graduation,1,7,2
15038.0,1,0,93,4,8,11,19,12,26,2,2,1,2,9,0,0,0,0,0,0,3,11,0,7,2675,0,0,1,0,0,0,1,0,0,0,54,0,54,Single,Basic,1,7,0
32173.0,0,1,0,18,0,2,0,0,2,1,1,0,3,4,0,0,0,0,0,0,3,11,0,7,2491,1,0,0,0,0,0,0,0,0,1,20,0,20,Divorced,PhD,1,5,0
68316.0,0,1,54,806,80,161,120,11,33,5,10,7,10,6,0,0,0,0,0,0,3,11,0,8,2761,0,0,0,1,0,1,0,0,0,0,1178,0,1178,Together,2n Cycle,1,32,0
74538.0,0,0,21,380,98,733,110,112,28,1,8,8,5,3,0,0,1,0,0,0,3,11,1,7,2524,0,0,0,1,0,0,0,1,0,0,1433,1,1433,Together,Graduation,0,22,2
91700.0,0,0,58,576,172,961,125,115,19,1,8,6,5,3,0,0,0,0,0,0,3,11,1,7,2687,0,0,1,0,0,0,0,1,0,0,1949,0,1949,Single,Graduation,0,20,1
68695.0,0,0,3,458,81,356,106,50,40,1,4,4,7,2,0,0,0,0,0,0,3,11,0,6,2163,0,0,0,1,0,0,0,1,0,0,1051,0,1051,Together,Graduation,0,16,0
31056.0,1,0,99,5,10,13,3,8,16,1,1,0,3,8,0,0,0,0,0,0,3,11,0,7,2682,0,1,0,0,0,1,0,0,0,0,39,0,39,Married,2n Cycle,1,5,0
79593.0,0,0,70,350,60,568,110,133,145,1,5,6,7,2,0,0,1,0,0,0,3,11,0,6,2207,0,1,0,0,0,0,0,1,0,0,1221,1,1221,Married,Graduation,0,19,1
28071.0,0,0,65,39,33,130,41,26,44,2,5,1,5,8,0,0,0,0,0,0,3,11,0,8,2828,0,0,1,0,0,0,0,1,0,0,269,0,269,Single,Graduation,0,13,0
37334.0,1,1,44,26,1,16,2,2,15,4,3,0,4,4,0,0,0,0,0,0,3,11,0,6,2282,0,0,0,1,0,0,0,0,0,1,47,0,47,Together,PhD,2,11,0
46423.0,1,1,6,68,0,16,0,0,8,3,2,0,4,7,0,0,0,0,0,0,3,11,0,7,2443,0,0,1,0,0,0,0,0,1,0,84,0,84,Single,Master,2,9,0
37126.0,1,0,9,45,3,9,4,4,7,1,1,2,2,6,1,0,0,0,0,0,3,11,1,6,2250,0,1,0,0,0,0,0,0,0,1,65,1,65,Married,PhD,1,6,2
47703.0,0,1,95,359,0,134,13,26,123,4,6,3,8,5,0,0,0,0,0,0,3,11,0,7,2555,0,1,0,0,0,0,0,1,0,0,532,0,532,Married,Graduation,1,21,0
61180.0,0,1,70,403,24,29,6,24,218,2,5,5,6,3,1,0,0,0,0,0,3,11,0,6,2226,0,1,0,0,0,0,0,1,0,0,486,1,486,Married,Graduation,1,18,1
38998.0,1,1,92,34,1,14,0,0,5,3,2,0,3,8,0,0,0,0,0,1,3,11,0,8,2762,0,1,0,0,0,0,0,1,0,0,49,0,49,Married,Graduation,2,8,0
8028.0,0,0,62,73,18,66,7,12,2,15,0,1,0,19,0,0,0,0,0,0,3,11,0,8,2808,0,0,1,0,0,0,0,1,0,0,176,0,176,Single,Graduation,0,16,0
76081.0,0,0,85,292,30,415,63,33,200,1,4,5,4,2,0,0,0,1,0,0,3,11,0,6,2196,0,0,0,1,0,0,0,1,0,0,833,1,833,Together,Graduation,0,14,1
34728.0,1,0,2,14,0,16,0,0,6,1,1,1,2,6,0,0,0,0,0,0,3,11,1,7,2493,0,0,0,1,0,0,0,1,0,0,30,0,30,Together,Graduation,1,5,1
33168.0,0,1,0,80,1,37,0,1,3,3,2,1,4,7,0,0,0,0,0,0,3,11,0,8,2783,0,0,1,0,0,0,0,0,1,0,119,0,119,Single,Master,1,10,0
33585.0,0,1,91,30,11,33,13,6,29,1,2,0,4,4,0,0,0,0,0,0,3,11,0,7,2436,0,1,0,0,0,0,0,0,1,0,93,0,93,Married,Master,1,7,0
77037.0,0,1,3,463,96,333,168,53,10,1,7,7,12,3,0,0,0,0,0,0,3,11,0,7,2418,0,1,0,0,0,0,0,0,0,1,1113,0,1113,Married,PhD,1,27,0
35196.0,1,0,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,3,11,1,8,2752,0,0,0,1,0,0,0,1,0,0,310,0,310,Together,Graduation,1,18,1
44529.0,0,1,98,538,13,91,17,6,26,6,6,2,11,5,0,1,0,0,0,0,3,11,0,7,2518,0,1,0,0,0,0,0,1,0,0,665,1,665,Married,Graduation,1,25,1
70924.0,0,0,41,635,114,254,132,152,76,1,6,6,7,3,0,0,1,0,0,0,3,11,0,6,2242,0,1,0,0,0,1,0,0,0,0,1287,1,1287,Married,2n Cycle,0,20,1
28764.0,1,1,16,8,0,3,0,0,1,1,1,0,2,8,1,0,0,0,0,0,3,11,0,6,2183,0,0,0,1,0,0,0,0,0,1,11,1,11,Together,PhD,2,4,1
69098.0,0,0,82,1315,22,780,145,0,178,1,7,8,9,5,0,0,0,0,0,0,3,11,0,7,2657,0,1,0,0,0,0,0,0,0,1,2262,0,2262,Married,PhD,0,25,0
25959.0,1,1,1,4,2,12,7,5,26,2,1,2,2,6,0,0,0,0,0,0,3,11,1,7,2659,1,0,0,0,0,1,0,0,0,0,30,0,30,Divorced,2n Cycle,2,7,1
27100.0,1,0,64,12,0,13,2,0,10,1,1,0,3,7,0,0,0,0,0,0,3,11,0,7,2609,0,1,0,0,0,0,0,0,1,0,27,0,27,Married,Master,1,5,0
70596.0,0,0,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,3,11,0,8,2791,0,0,1,0,0,0,0,1,0,0,942,0,942,Single,Graduation,0,21,0
42557.0,0,1,98,192,5,53,0,5,15,4,6,1,4,8,0,0,0,0,0,0,3,11,0,8,2828,0,1,0,0,0,0,0,1,0,0,255,0,255,Married,Graduation,1,15,0
53312.0,0,0,32,241,0,12,0,0,25,1,5,1,5,7,0,0,0,0,0,0,3,11,0,7,2483,0,1,0,0,0,0,0,0,0,1,253,0,253,Married,PhD,0,12,0
72228.0,0,0,87,631,28,491,30,14,56,1,6,7,8,3,0,0,0,0,0,0,3,11,0,8,2738,0,0,1,0,0,0,0,1,0,0,1194,0,1194,Single,Graduation,0,22,0
67605.0,0,0,84,336,28,282,184,54,54,1,2,8,6,1,0,0,0,0,0,0,3,11,0,7,2614,0,0,0,1,0,0,0,1,0,0,884,0,884,Together,Graduation,0,17,0
62845.0,1,1,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,3,11,0,8,2795,0,1,0,0,0,0,0,0,1,0,1144,1,1144,Married,Master,2,28,1
65196.0,0,2,34,743,19,181,12,0,200,2,7,6,11,5,1,0,0,0,0,0,3,11,0,7,2498,0,0,0,1,0,0,0,1,0,0,955,1,955,Together,Graduation,2,26,1
42000.0,0,0,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,0,3,11,1,7,2694,0,0,1,0,0,0,0,0,0,1,618,0,618,Single,PhD,0,20,1
35860.0,1,1,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,3,11,0,6,2200,1,0,0,0,0,0,0,0,0,1,29,1,29,Divorced,PhD,2,6,1
65526.0,0,1,22,397,19,69,12,0,9,1,4,4,8,2,0,0,0,0,0,0,3,11,0,6,2238,0,1,0,0,0,0,0,0,0,1,497,0,497,Married,PhD,1,17,0
16860.0,1,1,19,10,4,4,3,3,14,3,1,1,3,7,0,0,0,0,0,0,3,11,0,8,2814,0,1,0,0,0,0,0,1,0,0,24,0,24,Married,Graduation,2,8,0
83528.0,0,0,7,530,117,678,134,44,147,1,4,10,8,1,1,0,0,1,0,0,3,11,1,6,2218,0,0,1,0,0,0,0,1,0,0,1503,2,1503,Single,Graduation,0,23,3
64176.0,0,1,52,1215,33,249,64,116,149,8,8,9,8,6,0,0,0,0,0,0,3,11,0,8,2854,1,0,0,0,0,1,0,0,0,0,1677,0,1677,Divorced,2n Cycle,1,33,0
22304.0,0,0,91,3,2,7,0,4,2,1,1,0,2,8,0,0,0,0,0,0,3,11,0,8,2853,1,0,0,0,0,0,0,1,0,0,16,0,16,Divorced,Graduation,0,4,0
67023.0,0,0,93,444,44,382,11,8,17,1,3,7,13,2,0,0,0,0,0,1,3,11,0,6,2276,0,1,0,0,0,0,0,1,0,0,889,0,889,Married,Graduation,0,24,0
32892.0,1,0,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,3,11,0,6,2194,0,0,0,1,0,0,0,0,0,1,44,0,44,Together,PhD,1,8,0
70713.0,0,1,23,736,114,279,82,76,190,6,5,6,8,3,0,0,0,0,0,0,3,11,0,7,2732,0,0,0,1,0,0,0,1,0,0,1287,0,1287,Together,Graduation,1,25,0
59925.0,0,1,83,473,21,176,19,21,56,3,9,2,9,6,0,0,0,0,0,0,3,11,0,7,2735,0,0,0,1,0,0,0,1,0,0,710,0,710,Together,Graduation,1,23,0
39722.0,0,1,92,32,0,5,2,0,8,2,2,0,3,5,0,0,0,0,0,0,3,11,0,6,2284,0,1,0,0,0,0,0,1,0,0,39,0,39,Married,Graduation,1,7,0
46610.0,0,0,4,288,10,30,4,10,125,1,6,1,6,6,0,0,0,0,0,0,3,11,0,7,2505,0,0,0,1,0,0,0,1,0,0,342,0,342,Together,Graduation,0,14,0
88347.0,0,0,32,1050,178,555,77,138,118,1,4,7,9,1,0,0,0,1,0,0,3,11,0,7,2520,0,0,0,1,0,0,0,1,0,0,1998,1,1998,Together,Graduation,0,21,1
87171.0,0,0,27,1001,44,107,58,44,44,1,6,7,11,2,1,0,1,0,0,0,3,11,0,7,2583,0,1,0,0,0,0,0,0,0,1,1254,2,1254,Married,PhD,0,25,2
26907.0,1,1,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,3,11,0,7,2472,0,0,0,1,0,1,0,0,0,0,20,0,20,Together,2n Cycle,2,6,0
50014.0,1,0,9,234,14,77,19,10,42,2,4,1,8,5,0,0,0,0,0,0,3,11,0,6,2317,0,0,1,0,0,0,0,0,1,0,354,0,354,Single,Master,1,15,0
41014.0,1,0,65,7,2,6,2,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,7,2592,0,1,0,0,0,0,0,0,0,1,17,0,17,Married,PhD,1,4,0
66294.0,0,0,68,251,108,334,65,92,117,1,4,3,5,2,0,0,0,0,0,0,3,11,0,6,2263,0,0,1,0,0,0,0,1,0,0,850,0,850,Single,Graduation,0,13,0
36715.0,1,0,16,172,10,125,21,13,16,6,7,2,4,9,0,0,0,0,0,0,3,11,1,8,2748,0,1,0,0,0,0,0,1,0,0,341,0,341,Married,Graduation,1,19,1
79456.0,0,0,12,565,42,548,64,83,99,1,5,6,4,3,0,0,0,0,0,0,3,11,1,8,2835,0,1,0,0,0,0,0,1,0,0,1302,0,1302,Married,Graduation,0,16,1
40479.0,1,0,95,5,0,8,2,0,0,1,0,0,3,4,0,0,0,0,0,0,3,11,0,7,2475,0,0,0,1,0,0,0,1,0,0,15,0,15,Together,Graduation,1,4,0
75345.0,0,0,16,918,57,842,99,38,133,1,5,8,6,3,0,0,0,1,0,0,3,11,1,7,2671,0,0,1,0,0,0,0,0,1,0,1954,1,1954,Single,Master,0,20,2
54233.0,0,1,46,652,8,158,21,0,142,4,11,6,5,8,0,0,0,0,0,0,3,11,0,7,2669,0,1,0,0,0,0,0,1,0,0,839,0,839,Married,Graduation,1,26,0
24163.0,1,1,3,4,1,7,2,1,2,2,1,0,3,4,0,0,0,0,0,0,3,11,0,7,2419,0,0,1,0,0,0,0,1,0,0,15,0,15,Single,Graduation,2,6,0
84460.0,0,0,80,152,27,103,106,54,81,0,9,9,4,5,0,1,1,1,1,0,3,11,1,7,2700,0,0,0,1,0,0,0,0,0,1,442,4,442,Together,PhD,0,22,5
43776.0,1,0,77,8,0,9,2,1,3,1,1,0,2,6,0,0,0,0,0,0,3,11,0,6,2216,0,0,0,1,0,0,0,1,0,0,20,0,20,Together,Graduation,1,4,0
71691.0,0,0,0,336,130,411,240,32,43,1,4,7,5,2,0,0,0,0,0,0,3,11,1,6,2263,0,0,1,0,0,0,0,0,0,1,1149,0,1149,Single,PhD,0,17,1
85844.0,0,0,62,938,19,843,25,95,38,1,6,6,7,2,0,0,1,0,0,0,3,11,0,6,2190,0,1,0,0,0,0,0,0,0,1,1920,1,1920,Married,PhD,0,20,1
39190.0,1,0,91,68,8,18,19,8,12,2,2,1,4,5,0,0,0,0,0,0,3,11,0,6,2223,0,0,1,0,0,0,0,0,0,1,121,0,121,Single,PhD,1,9,0
71367.0,0,0,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,3,11,0,7,2469,0,0,0,1,0,0,0,1,0,0,702,0,702,Together,Graduation,0,17,0
38578.0,1,1,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,3,11,0,7,2531,0,0,1,0,0,0,0,0,0,1,70,0,70,Single,PhD,2,9,0
57236.0,1,1,22,105,0,9,2,1,4,3,2,1,4,3,0,0,0,0,0,0,3,11,0,6,2268,0,1,0,0,0,0,0,0,0,1,117,0,117,Married,PhD,2,10,0
61825.0,0,1,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,3,11,0,7,2485,0,0,1,0,0,0,0,1,0,0,397,0,397,Single,Graduation,1,15,0
79803.0,0,1,54,574,8,216,21,16,33,1,4,3,5,1,0,0,0,0,0,0,3,11,0,6,2186,1,0,0,0,0,0,0,1,0,0,835,0,835,Divorced,Graduation,1,13,0
80910.0,0,0,71,160,80,369,67,39,41,1,3,3,8,1,0,0,0,0,0,0,3,11,0,8,2765,0,0,1,0,0,1,0,0,0,0,715,0,715,Single,2n Cycle,0,15,0
27590.0,1,0,38,6,0,5,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,7,2591,0,0,0,1,0,0,0,0,1,0,11,0,11,Together,Master,1,4,0
56775.0,0,1,62,614,35,160,58,35,35,2,5,8,10,5,0,0,0,0,0,0,3,11,0,7,2702,0,1,0,0,0,0,0,1,0,0,902,0,902,Married,Graduation,1,25,0
83829.0,0,0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,3,11,1,7,2423,1,0,0,0,0,0,0,1,0,0,1835,3,1835,Divorced,Graduation,0,17,4
54210.0,0,1,18,70,54,109,80,9,45,2,4,1,7,5,0,0,0,0,0,0,3,11,0,7,2564,0,1,0,0,0,1,0,0,0,0,322,0,322,Married,2n Cycle,1,14,0
38508.0,1,0,95,120,19,206,25,19,54,6,7,2,5,8,0,0,0,0,0,0,3,11,0,7,2490,0,1,0,0,0,0,0,1,0,0,389,0,389,Married,Graduation,1,20,0
53187.0,1,0,66,211,2,30,7,7,10,2,4,1,6,5,0,0,0,0,0,0,3,11,0,7,2405,0,0,0,1,0,0,0,1,0,0,257,0,257,Together,Graduation,1,13,0
30023.0,1,0,28,11,0,16,7,6,21,1,2,0,3,8,0,0,0,0,0,0,3,11,0,6,2256,0,1,0,0,0,0,0,1,0,0,40,0,40,Married,Graduation,1,6,0
76045.0,0,0,78,760,53,400,17,93,0,1,4,5,11,2,0,0,0,1,0,0,3,11,0,7,2385,0,0,1,0,0,0,0,0,0,1,1323,1,1323,Single,PhD,0,21,1
50870.0,0,1,13,53,0,8,0,0,2,1,2,0,3,5,0,0,0,0,0,0,3,11,0,6,2169,0,1,0,0,0,0,0,0,0,1,61,0,61,Married,PhD,1,6,0
15315.0,0,0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,3,11,0,7,2489,0,1,0,0,0,1,0,0,0,0,47,0,47,Married,2n Cycle,0,8,0
65463.0,1,0,17,391,32,70,21,32,16,2,6,2,9,5,0,1,0,0,0,0,3,11,0,6,2309,0,1,0,0,0,1,0,0,0,0,546,1,546,Married,2n Cycle,1,19,1
66480.0,1,1,71,199,9,57,20,21,6,7,4,1,7,4,0,0,0,0,0,0,3,11,0,6,2188,0,1,0,0,0,0,0,1,0,0,306,0,306,Married,Graduation,2,19,0
76773.0,0,0,79,516,56,449,86,33,16,1,2,2,11,1,0,0,0,0,0,0,3,11,0,7,2648,1,0,0,0,0,0,0,1,0,0,1140,0,1140,Divorced,Graduation,0,16,0
81698.0,0,0,1,709,45,115,30,160,45,1,8,2,5,5,0,0,0,1,0,0,3,11,1,7,2644,0,0,1,0,0,1,0,0,0,0,1059,1,1059,Single,2n Cycle,0,16,2
54466.0,1,1,78,12,0,4,0,0,0,1,1,0,2,5,0,0,0,0,0,0,3,11,0,6,2299,0,0,1,0,0,0,0,0,0,1,16,0,16,Single,PhD,2,4,0
98777.0,0,0,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,3,11,0,6,2291,0,0,1,0,0,0,0,0,1,0,1970,1,1970,Single,Master,0,19,1
16269.0,1,0,75,19,3,18,3,1,0,3,3,0,3,8,0,0,0,0,0,0,3,11,0,7,2462,0,0,1,0,0,0,0,0,0,1,44,0,44,Single,PhD,1,9,0
71819.0,0,1,70,1224,28,140,0,14,168,3,3,3,5,6,0,1,1,0,0,0,3,11,0,7,2464,0,0,0,1,0,0,0,1,0,0,1406,2,1406,Together,Graduation,1,14,2
33569.0,1,0,10,16,2,18,3,0,24,1,1,1,2,8,1,0,0,0,0,0,3,11,1,7,2415,0,1,0,0,0,0,0,0,0,1,39,1,39,Married,PhD,1,5,2
36262.0,0,0,24,88,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,0,3,11,1,7,2441,0,1,0,0,0,0,0,0,1,0,273,1,273,Married,Master,0,12,2
22634.0,0,0,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,3,11,0,7,2688,0,0,0,1,0,0,1,0,0,0,50,0,50,Together,Basic,0,6,0
47025.0,0,1,98,508,11,59,23,5,29,5,11,1,6,9,0,0,0,0,0,0,3,11,0,7,2449,0,1,0,0,0,1,0,0,0,0,606,0,606,Married,2n Cycle,1,23,0
70566.0,0,1,4,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,3,11,0,7,2425,0,0,1,0,0,0,0,1,0,0,736,0,736,Single,Graduation,1,22,0
31605.0,1,0,15,74,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,3,11,0,8,2743,0,1,0,0,0,0,0,0,0,1,119,0,119,Married,PhD,1,9,0
52034.0,1,1,67,146,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0,3,11,0,7,2567,1,0,0,0,0,0,0,0,1,0,259,0,259,Divorced,Master,2,16,0
48526.0,1,0,32,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,3,11,0,6,2346,0,0,1,0,0,0,0,1,0,0,126,0,126,Single,Graduation,1,8,0
46734.0,0,1,40,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,3,11,0,8,2747,0,1,0,0,0,0,0,1,0,0,301,0,301,Married,Graduation,1,14,0
39552.0,1,1,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,0,3,11,1,7,2717,1,0,0,0,0,0,0,1,0,0,343,0,343,Divorced,Graduation,2,20,1
86358.0,1,1,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,3,11,0,8,2849,0,0,1,0,0,0,0,1,0,0,1627,0,1627,Single,Graduation,2,18,0
46931.0,2,1,94,41,0,17,3,1,16,2,1,1,3,3,0,0,0,0,0,0,3,11,0,6,2225,0,0,0,1,0,0,0,1,0,0,62,0,62,Together,Graduation,3,7,0
16581.0,0,0,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,3,11,0,7,2692,0,0,1,0,0,0,1,0,0,0,13,0,13,Single,Basic,0,4,0
63998.0,0,0,42,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,0,3,11,1,6,2350,1,0,0,0,0,1,0,0,0,0,1056,0,1056,Divorced,2n Cycle,0,25,1
67381.0,0,1,67,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,3,11,0,7,2689,0,1,0,0,0,0,0,0,1,0,887,1,887,Married,Master,1,17,1
25930.0,1,1,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,3,11,0,7,2421,0,0,1,0,0,0,0,1,0,0,11,0,11,Single,Graduation,2,4,0
42693.0,1,0,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,3,11,0,6,2181,0,1,0,0,0,0,0,1,0,0,41,0,41,Married,Graduation,1,5,0
85606.0,0,1,89,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,3,11,0,8,2753,0,0,0,1,0,0,0,1,0,0,1872,1,1872,Together,Graduation,1,24,1
72903.0,0,0,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,3,11,1,7,2402,0,0,1,0,0,0,0,1,0,0,1974,3,1974,Single,Graduation,0,21,4
49669.0,1,0,97,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,3,11,0,6,2195,0,0,0,1,0,1,0,0,0,0,297,0,297,Together,2n Cycle,1,14,0
36778.0,1,1,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,3,11,0,8,2852,0,1,0,0,0,0,0,0,0,1,73,0,73,Married,PhD,2,9,0
85696.0,0,0,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,3,11,1,7,2581,1,0,0,0,0,0,0,0,0,1,1301,0,1301,Divorced,PhD,0,20,1
10979.0,0,0,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,3,11,0,6,2197,1,0,0,0,0,0,0,0,1,0,26,0,26,Divorced,Master,0,8,0
49678.0,0,1,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,3,11,0,7,2671,0,1,0,0,0,0,0,1,0,0,295,0,295,Married,Graduation,1,14,0
56129.0,0,1,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,3,11,0,7,2533,0,0,0,1,0,0,0,0,1,0,612,0,612,Together,Master,1,22,0
37155.0,1,0,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,3,11,0,7,2673,0,1,0,0,0,0,0,1,0,0,71,0,71,Married,Graduation,1,7,0
